user_id,variant,completed,pre_completion_rate,time_to_complete,support_ticket,form_error,region,device,age,digital_literacy
A036725,treatment,1,0.807,125.0,0,0,Al Jawf,ios,63,0.934
A036726,control,1,0.388,133.0,0,0,Madinah,android,56,0.344
A036727,treatment,0,0.018,293.0,0,0,Northern Borders,web,27,0.058
A036728,control,0,0.433,113.0,0,0,Al Jawf,ios,48,0.532
A036729,control,1,0.465,102.0,0,0,Al Bahah,android,58,0.539
A036730,treatment,0,0.579,154.0,0,0,Hail,android,34,0.603
A036731,treatment,0,0.611,111.0,0,0,Al Bahah,android,42,0.607
A036732,control,1,0.899,273.0,0,0,Qassim,web,66,0.896
A036733,treatment,0,0.346,127.0,0,0,Northern Borders,android,65,0.288
A036734,treatment,1,0.701,144.0,0,0,Northern Borders,ios,54,0.624
A036735,control,1,0.84,95.0,0,0,Al Jawf,ios,66,0.888
A036736,control,1,0.794,203.0,0,0,Makkah,web,33,0.736
A036737,control,1,0.522,149.0,0,0,Riyadh,android,64,0.486
A036738,treatment,1,0.618,132.0,0,0,Asir,android,34,0.668
A036739,treatment,1,0.476,109.0,0,0,Madinah,android,22,0.536
A036740,treatment,0,0.373,30.0,0,0,Northern Borders,web,39,0.207
A036741,treatment,0,0.577,119.0,0,0,Tabuk,ios,59,0.538
A036742,control,0,0.62,61.0,0,0,Hail,android,32,0.856
A036743,treatment,1,0.555,170.0,0,0,Madinah,web,45,0.572
A036744,treatment,0,0.328,110.0,0,0,Qassim,web,68,0.297
A036745,treatment,0,0.231,143.0,0,0,Makkah,ios,50,0.222
A036746,treatment,0,0.392,98.0,0,0,Jazan,ios,18,0.22
A036747,treatment,0,0.313,163.0,0,0,Makkah,android,51,0.133
A036748,control,1,0.653,171.0,0,0,Makkah,android,66,0.639
A036749,control,1,0.488,154.0,0,0,Madinah,ios,54,0.384
A036750,control,0,0.602,121.0,0,0,Jazan,android,59,0.771
A036751,control,0,0.612,109.0,0,0,Jazan,android,38,0.71
A036752,treatment,1,0.618,93.0,0,0,Hail,android,50,0.904
A036753,treatment,1,0.613,142.0,0,0,Jazan,ios,20,0.52
A036754,treatment,1,0.532,257.0,0,0,Qassim,ios,35,0.435
A036755,treatment,0,0.731,89.0,0,0,Najran,ios,36,0.866
A036756,control,1,0.41,214.0,0,0,Asir,android,64,0.292
A036757,treatment,0,0.248,79.0,0,0,Northern Borders,web,56,0.204
A036758,treatment,0,0.539,97.0,0,0,Al Bahah,android,34,0.539
A036759,control,1,0.542,222.0,0,0,Qassim,ios,51,0.58
A036760,control,0,0.724,157.0,0,0,Madinah,web,37,0.606
A036761,control,0,0.809,177.0,0,0,Jazan,android,37,0.886
A036762,control,1,0.469,77.0,0,0,Northern Borders,web,18,0.365
A036763,control,1,0.729,90.0,0,0,Hail,web,26,0.778
A036764,control,0,0.341,114.0,0,0,Hail,ios,64,0.392
A036765,control,0,0.197,232.0,0,0,Al Bahah,android,22,0.25
A036766,treatment,0,0.358,131.0,1,0,Northern Borders,ios,51,0.39
A036767,treatment,1,0.71,81.0,0,0,Najran,ios,21,0.775
A036768,control,0,0.198,219.0,1,0,Qassim,ios,66,0.304
A036769,treatment,0,0.28,160.0,0,0,Riyadh,web,32,0.278
A036770,control,0,0.458,138.0,0,0,Qassim,android,69,0.469
A036771,control,1,0.737,142.0,0,0,Tabuk,android,20,0.686
A036772,treatment,1,0.444,136.0,0,0,Qassim,android,46,0.598
A036773,treatment,1,0.712,118.0,0,0,Madinah,android,32,0.807
A036774,control,1,0.592,100.0,0,0,Northern Borders,ios,50,0.667
A036775,treatment,0,0.618,122.0,0,0,Makkah,android,30,0.681
A036776,control,0,0.449,158.0,0,0,Asir,android,40,0.755
A036777,control,1,0.712,136.0,0,0,Al Bahah,android,31,0.839
A036778,control,1,0.22,190.0,0,0,Hail,web,55,0.362
A036779,treatment,1,0.482,148.0,0,0,Madinah,android,54,0.517
A036780,treatment,0,0.214,126.0,0,0,Makkah,web,51,0.206
A036781,control,1,0.4,127.0,0,0,Hail,ios,39,0.355
A036782,treatment,1,0.722,59.0,0,0,Qassim,ios,20,0.742
A036783,control,1,0.654,111.0,0,0,Makkah,android,40,0.759
A036784,treatment,1,0.619,176.0,0,0,Madinah,android,35,0.649
A036785,treatment,1,0.434,156.0,0,0,Al Jawf,web,35,0.432
A036786,control,1,0.595,106.0,0,0,Makkah,ios,66,0.706
A036787,treatment,0,0.561,149.0,0,0,Madinah,ios,19,0.602
A036788,control,1,0.499,148.0,0,0,Al Bahah,ios,69,0.516
A036789,treatment,1,0.587,135.0,0,1,Asir,android,38,0.627
A036790,treatment,1,0.673,116.0,0,0,Eastern,android,69,0.666
A036791,control,1,0.593,114.0,0,0,Madinah,ios,52,0.494
A036792,control,1,0.454,176.0,0,0,Najran,android,51,0.457
A036793,treatment,0,0.571,267.0,0,0,Madinah,android,31,0.527
A036794,treatment,1,0.862,157.0,0,1,Northern Borders,android,39,0.739
A036795,treatment,0,0.502,65.0,0,0,Northern Borders,android,31,0.445
A036796,treatment,1,0.831,101.0,0,0,Riyadh,ios,29,0.763
A036797,treatment,1,0.495,166.0,0,0,Al Jawf,android,42,0.399
A036798,treatment,0,0.408,189.0,0,0,Najran,android,40,0.338
A036799,control,1,0.766,127.0,0,0,Riyadh,android,55,0.779
A036800,treatment,0,0.319,124.0,0,0,Najran,ios,48,0.424
A036801,treatment,1,0.757,113.0,0,0,Madinah,android,58,0.792
A036802,treatment,1,0.522,59.0,0,0,Al Jawf,android,21,0.602
A036803,treatment,0,0.217,122.0,0,0,Asir,ios,34,0.164
A036804,treatment,1,0.596,114.0,0,0,Northern Borders,web,32,0.474
A036805,treatment,0,0.388,118.0,0,0,Al Bahah,ios,60,0.345
A036806,control,1,0.744,106.0,0,0,Tabuk,android,57,0.653
A036807,treatment,1,0.277,127.0,0,0,Eastern,android,24,0.421
A036808,control,1,0.328,110.0,0,0,Eastern,android,30,0.52
A036809,treatment,1,0.811,129.0,0,0,Al Bahah,android,37,0.909
A036810,treatment,0,0.476,97.0,0,0,Jazan,web,41,0.482
A036811,control,0,0.098,117.0,0,0,Najran,android,32,0.069
A036812,treatment,1,0.452,224.0,0,0,Al Jawf,ios,45,0.279
A036813,control,0,0.382,228.0,0,0,Jazan,android,49,0.431
A036814,treatment,1,0.642,82.0,0,0,Makkah,android,58,0.685
A036815,control,0,0.32,120.0,0,0,Eastern,android,64,0.396
A036816,treatment,0,0.509,161.0,0,0,Madinah,android,38,0.454
A036817,control,1,0.872,234.0,0,0,Najran,android,30,0.87
A036818,control,0,0.672,195.0,0,0,Asir,android,33,0.677
A036819,control,1,0.555,87.0,1,0,Northern Borders,android,40,0.641
A036820,treatment,1,0.662,117.0,0,0,Qassim,android,18,0.767
A036821,control,0,0.562,96.0,0,0,Hail,android,61,0.487
A036822,control,1,0.564,201.0,0,0,Makkah,android,65,0.672
A036823,control,0,0.298,230.0,0,0,Jazan,web,40,0.311
A036824,treatment,1,0.406,192.0,0,0,Riyadh,android,24,0.431
A036825,treatment,0,0.223,267.0,0,0,Qassim,ios,31,0.132
A036826,treatment,1,0.682,129.0,0,0,Makkah,ios,38,0.813
A036827,control,0,0.252,136.0,0,0,Northern Borders,android,64,0.188
A036828,treatment,0,0.203,203.0,0,0,Northern Borders,ios,69,0.286
A036829,treatment,1,0.629,123.0,0,0,Asir,ios,48,0.598
A036830,control,0,0.431,137.0,0,0,Makkah,ios,62,0.429
A036831,control,1,0.597,92.0,0,0,Hail,android,51,0.52
A036832,control,1,0.822,102.0,0,0,Jazan,ios,66,0.967
A036833,treatment,0,0.471,89.0,1,0,Qassim,android,35,0.664
A036834,treatment,1,0.737,110.0,0,0,Makkah,android,27,0.73
A036835,treatment,1,0.39,89.0,0,0,Najran,android,31,0.184
A036836,treatment,0,0.474,118.0,1,0,Qassim,android,61,0.598
A036837,control,1,0.614,212.0,0,0,Jazan,android,46,0.728
A036838,treatment,0,0.782,192.0,0,0,Northern Borders,android,33,0.845
A036839,treatment,0,0.535,132.0,0,0,Al Bahah,android,66,0.538
A036840,control,0,0.475,141.0,0,0,Al Bahah,android,35,0.399
A036841,control,1,0.448,186.0,0,0,Al Bahah,ios,63,0.283
A036842,treatment,0,0.304,243.0,0,0,Madinah,ios,53,0.149
A036843,control,0,0.251,192.0,0,0,Al Bahah,android,67,0.191
A036844,treatment,0,0.645,109.0,0,0,Riyadh,ios,29,0.578
A036845,control,1,0.734,148.0,0,0,Tabuk,web,57,0.926
A036846,treatment,0,0.607,82.0,0,0,Northern Borders,ios,21,0.656
A036847,treatment,0,0.346,98.0,0,0,Asir,android,53,0.216
A036848,treatment,0,0.167,57.0,0,0,Al Bahah,android,26,0.191
A036849,treatment,0,0.833,188.0,0,0,Al Jawf,android,20,0.81
A036850,control,1,0.752,113.0,0,0,Riyadh,web,51,0.857
A036851,treatment,1,0.548,156.0,0,0,Hail,android,53,0.413
A036852,control,0,0.47,138.0,0,0,Asir,android,33,0.622
A036853,treatment,1,0.641,96.0,0,0,Eastern,android,54,0.78
A036854,control,0,0.276,128.0,0,0,Makkah,android,64,0.318
A036855,treatment,1,0.667,103.0,0,0,Najran,android,50,0.674
A036856,control,1,0.323,191.0,0,0,Al Bahah,ios,31,0.331
A036857,control,1,0.603,151.0,0,0,Tabuk,ios,50,0.602
A036858,treatment,0,0.383,97.0,0,0,Qassim,android,43,0.433
A036859,control,0,0.672,88.0,0,0,Al Bahah,android,60,0.649
A036860,control,1,0.821,209.0,0,0,Al Jawf,android,62,0.86
A036861,control,0,0.355,122.0,0,0,Al Jawf,web,34,0.395
A036862,control,1,0.664,111.0,0,0,Asir,android,42,0.748
A036863,treatment,0,0.432,107.0,0,0,Riyadh,android,23,0.432
A036864,treatment,1,0.416,196.0,0,0,Tabuk,ios,33,0.292
A036865,treatment,0,0.555,161.0,0,0,Hail,android,59,0.605
A036866,control,0,0.01,109.0,0,0,Asir,ios,57,0.034
A036867,treatment,0,0.375,112.0,0,0,Northern Borders,android,18,0.381
A036868,control,0,0.487,109.0,0,1,Tabuk,android,65,0.683
A036869,treatment,0,0.586,111.0,0,0,Najran,ios,46,0.535
A036870,control,1,0.888,106.0,0,0,Najran,android,28,0.837
A036871,treatment,0,0.286,111.0,0,0,Tabuk,android,26,0.175
A036872,treatment,0,0.456,140.0,0,0,Riyadh,android,57,0.581
A036873,treatment,0,0.364,94.0,0,0,Al Jawf,android,54,0.251
A036874,treatment,1,0.281,189.0,0,1,Riyadh,web,49,0.313
A036875,control,1,0.434,104.0,0,0,Asir,android,31,0.418
A036876,control,1,0.287,197.0,0,0,Jazan,android,21,0.23
A036877,treatment,0,0.286,135.0,0,0,Najran,android,66,0.132
A036878,treatment,1,0.795,89.0,0,0,Northern Borders,android,66,0.759
A036879,treatment,1,0.513,42.0,0,0,Al Jawf,android,69,0.528
A036880,treatment,1,0.529,124.0,0,0,Najran,android,51,0.479
A036881,treatment,0,0.756,166.0,0,0,Asir,android,22,0.6
A036882,control,1,0.244,173.0,0,1,Jazan,android,36,0.203
A036883,control,0,0.607,142.0,0,0,Al Bahah,ios,42,0.668
A036884,treatment,0,0.645,163.0,0,0,Madinah,android,37,0.801
A036885,treatment,0,0.515,116.0,0,0,Tabuk,android,62,0.59
A036886,treatment,0,0.866,89.0,0,0,Al Bahah,android,31,0.917
A036887,treatment,1,0.437,95.0,0,0,Tabuk,android,32,0.431
A036888,treatment,0,0.639,171.0,0,1,Qassim,web,31,0.646
A036889,treatment,1,0.451,133.0,0,0,Riyadh,web,20,0.395
A036890,control,1,0.564,203.0,0,0,Northern Borders,ios,20,0.524
A036891,treatment,1,0.58,205.0,0,0,Al Jawf,android,21,0.602
A036892,control,0,0.363,110.0,0,0,Al Bahah,android,69,0.254
A036893,treatment,0,0.614,167.0,0,0,Makkah,android,35,0.664
A036894,treatment,0,0.587,143.0,0,0,Madinah,android,60,0.74
A036895,control,1,0.636,101.0,0,0,Eastern,ios,33,0.577
A036896,control,1,0.578,157.0,0,0,Al Jawf,ios,55,0.688
A036897,treatment,1,0.641,105.0,0,0,Northern Borders,web,24,0.611
A036898,control,0,0.327,82.0,0,0,Jazan,ios,29,0.273
A036899,treatment,0,0.616,156.0,0,0,Makkah,android,25,0.564
A036900,control,1,0.408,79.0,0,0,Northern Borders,web,27,0.531
A036901,treatment,1,0.509,217.0,0,0,Tabuk,ios,54,0.427
A036902,treatment,1,0.681,106.0,0,0,Makkah,android,27,0.69
A036903,control,1,0.68,96.0,0,0,Northern Borders,android,64,0.684
A036904,control,1,0.555,93.0,0,0,Al Jawf,ios,49,0.449
A036905,treatment,0,0.46,103.0,0,0,Hail,android,27,0.674
A036906,control,1,0.458,101.0,0,0,Tabuk,android,32,0.498
A036907,control,0,0.306,169.0,0,0,Makkah,ios,19,0.412
A036908,control,0,0.703,153.0,1,0,Northern Borders,android,50,0.748
A036909,control,1,0.394,188.0,0,0,Tabuk,android,40,0.296
A036910,treatment,0,0.292,159.0,0,0,Madinah,ios,18,0.254
A036911,treatment,1,0.754,91.0,0,0,Hail,android,28,0.827
A036912,control,1,0.675,102.0,0,0,Northern Borders,android,19,0.773
A036913,treatment,1,0.353,86.0,0,0,Asir,android,68,0.142
A036914,control,1,0.697,70.0,0,0,Madinah,android,52,0.786
A036915,control,0,0.231,346.0,0,0,Najran,android,56,0.173
A036916,control,1,0.559,100.0,0,0,Al Bahah,android,69,0.631
A036917,treatment,0,0.654,174.0,0,0,Madinah,web,35,0.677
A036918,control,0,0.368,195.0,0,0,Northern Borders,android,34,0.529
A036919,control,0,0.412,162.0,0,0,Al Jawf,android,44,0.43
A036920,treatment,1,0.392,118.0,0,1,Makkah,web,22,0.371
A036921,control,1,0.31,162.0,0,0,Asir,android,45,0.168
A036922,treatment,0,0.501,168.0,0,0,Asir,web,39,0.481
A036923,control,0,0.171,133.0,0,0,Madinah,android,42,0.269
A036924,control,0,0.706,56.0,0,0,Tabuk,android,60,0.791
A036925,treatment,0,0.765,103.0,0,0,Northern Borders,android,49,0.78
A036926,treatment,0,0.525,171.0,0,0,Tabuk,android,54,0.595
A036927,treatment,0,0.784,157.0,0,0,Asir,android,28,0.716
A036928,treatment,1,0.931,77.0,0,0,Al Bahah,android,65,0.893
A036929,treatment,1,0.646,186.0,0,0,Hail,android,36,0.587
A036930,treatment,0,0.586,94.0,1,1,Qassim,android,36,0.615
A036931,control,0,0.771,105.0,0,0,Madinah,android,29,0.715
A036932,treatment,0,0.693,197.0,0,0,Northern Borders,android,61,0.746
A036933,treatment,1,0.618,89.0,0,0,Al Jawf,ios,69,0.784
A036934,treatment,1,0.53,79.0,0,0,Makkah,ios,50,0.571
A036935,control,0,0.505,252.0,0,0,Eastern,android,43,0.419
A036936,control,1,0.531,139.0,0,0,Makkah,web,48,0.508
A036937,control,1,0.546,317.0,0,0,Madinah,android,32,0.613
A036938,control,1,0.36,172.0,0,0,Makkah,ios,66,0.296
A036939,treatment,1,0.799,88.0,0,0,Qassim,android,36,0.785
A036940,control,0,0.71,167.0,0,0,Jazan,android,47,0.825
A036941,treatment,0,0.336,256.0,1,0,Al Jawf,ios,46,0.393
A036942,control,0,0.37,57.0,0,0,Eastern,android,18,0.467
A036943,treatment,1,0.759,99.0,0,0,Qassim,android,68,0.862
A036944,treatment,0,0.372,73.0,0,0,Jazan,android,41,0.424
A036945,control,1,0.554,193.0,0,0,Qassim,web,59,0.515
A036946,treatment,1,0.664,183.0,0,0,Northern Borders,ios,32,0.791
A036947,treatment,0,0.337,118.0,0,0,Al Bahah,ios,33,0.406
A036948,treatment,0,0.289,159.0,0,0,Tabuk,android,40,0.238
A036949,treatment,1,0.661,152.0,0,0,Asir,android,35,0.639
A036950,control,1,0.559,185.0,0,0,Hail,android,57,0.616
A036951,control,1,0.713,90.0,0,0,Jazan,android,57,0.673
A036952,control,1,0.286,129.0,0,0,Makkah,android,26,0.134
A036953,control,0,0.273,151.0,0,0,Tabuk,android,25,0.48
A036954,treatment,0,0.306,180.0,0,0,Qassim,ios,28,0.145
A036955,control,0,0.691,164.0,0,0,Eastern,android,46,0.794
A036956,treatment,0,0.343,194.0,0,1,Al Bahah,android,46,0.227
A036957,control,1,0.659,131.0,0,0,Tabuk,ios,20,0.699
A036958,control,1,0.673,115.0,0,0,Al Jawf,ios,50,0.57
A036959,treatment,1,0.566,76.0,0,0,Asir,android,41,0.64
A036960,treatment,1,0.741,112.0,0,0,Al Bahah,ios,53,0.678
A036961,control,0,0.715,87.0,0,0,Asir,android,18,0.506
A036962,control,1,0.724,86.0,0,0,Madinah,ios,61,0.86
A036963,control,1,0.271,62.0,0,0,Madinah,android,43,0.396
A036964,treatment,0,0.388,154.0,0,0,Eastern,ios,22,0.515
A036965,control,1,0.535,92.0,0,0,Eastern,android,60,0.63
A036966,control,1,0.597,107.0,0,0,Makkah,android,37,0.758
A036967,control,0,0.57,56.0,0,0,Najran,android,30,0.617
A036968,control,0,0.899,93.0,0,0,Tabuk,android,25,0.918
A036969,treatment,1,0.509,121.0,0,0,Al Bahah,android,47,0.309
A036970,treatment,0,0.448,101.0,0,0,Makkah,ios,58,0.366
A036971,control,0,0.278,127.0,0,0,Madinah,ios,34,0.044
A036972,treatment,0,0.169,243.0,0,0,Hail,ios,41,0.097
A036973,control,1,0.773,70.0,0,0,Al Jawf,android,65,0.871
A036974,treatment,0,0.286,155.0,0,0,Tabuk,android,51,0.3
A036975,treatment,0,0.163,182.0,0,0,Tabuk,android,58,0.228
A036976,control,1,0.8,143.0,0,0,Northern Borders,android,35,0.864
A036977,treatment,0,0.4,201.0,0,0,Tabuk,web,50,0.471
A036978,control,1,0.827,160.0,0,0,Makkah,android,63,0.964
A036979,control,0,0.334,158.0,0,0,Asir,android,25,0.555
A036980,treatment,1,0.763,105.0,0,0,Al Jawf,android,67,0.73
A036981,control,1,0.773,120.0,0,0,Northern Borders,android,65,0.843
A036982,control,0,0.135,213.0,0,0,Tabuk,ios,59,0.084
A036983,control,0,0.498,185.0,0,0,Asir,android,52,0.478
A036984,control,0,0.289,120.0,0,0,Makkah,ios,35,0.196
A036985,control,0,0.044,90.0,0,0,Eastern,android,43,0.092
A036986,treatment,0,0.656,141.0,0,0,Jazan,android,41,0.684
A036987,control,0,0.413,146.0,1,0,Eastern,android,19,0.434
A036988,treatment,1,0.625,100.0,0,0,Asir,android,20,0.471
A036989,treatment,1,0.358,241.0,1,0,Al Jawf,android,53,0.562
A036990,control,0,0.383,100.0,0,0,Tabuk,ios,56,0.438
A036991,treatment,0,0.447,100.0,0,0,Hail,ios,46,0.182
A036992,treatment,1,0.715,134.0,0,0,Northern Borders,android,48,0.857
A036993,control,0,0.633,118.0,0,0,Jazan,ios,24,0.728
A036994,control,0,0.723,105.0,0,0,Tabuk,ios,39,0.715
A036995,control,0,0.269,164.0,0,0,Eastern,android,65,0.272
A036996,treatment,0,0.211,189.0,0,0,Hail,ios,50,0.224
A036997,treatment,0,0.611,113.0,0,0,Makkah,ios,47,0.716
A036998,control,0,0.56,183.0,0,0,Jazan,web,68,0.678
A036999,treatment,1,0.637,61.0,0,0,Najran,ios,68,0.564
A037000,control,0,0.613,75.0,0,1,Riyadh,android,56,0.512
A037001,treatment,0,0.332,90.0,0,0,Hail,android,47,0.374
A037002,control,0,0.368,277.0,0,0,Eastern,android,21,0.373
A037003,treatment,1,0.527,194.0,0,0,Al Jawf,android,67,0.536
A037004,treatment,0,0.421,115.0,0,0,Jazan,android,64,0.54
A037005,control,1,0.604,123.0,0,0,Jazan,web,43,0.771
A037006,control,1,0.196,238.0,0,0,Riyadh,ios,25,0.212
A037007,control,1,0.825,160.0,1,0,Qassim,android,23,0.825
A037008,treatment,0,0.221,119.0,0,0,Qassim,android,32,0.296
A037009,treatment,0,0.3,69.0,0,0,Madinah,android,43,0.22
A037010,control,1,0.409,265.0,0,1,Madinah,android,40,0.365
A037011,control,1,0.5,72.0,0,0,Al Jawf,web,48,0.478
A037012,control,1,0.645,98.0,0,0,Eastern,android,27,0.719
A037013,control,0,0.269,189.0,0,0,Najran,android,37,0.324
A037014,treatment,1,0.583,170.0,0,0,Asir,ios,18,0.57
A037015,control,1,0.775,142.0,0,0,Madinah,android,61,0.749
A037016,treatment,0,0.601,208.0,0,0,Qassim,ios,55,0.455
A037017,control,1,0.747,96.0,0,0,Eastern,web,27,0.848
A037018,treatment,0,0.694,116.0,0,0,Madinah,web,42,0.661
A037019,control,0,0.458,122.0,0,0,Northern Borders,ios,27,0.461
A037020,control,0,0.279,175.0,0,0,Najran,ios,52,0.209
A037021,control,0,0.237,198.0,0,0,Eastern,ios,27,0.173
A037022,treatment,1,0.614,144.0,0,0,Hail,android,34,0.643
A037023,control,0,0.574,135.0,0,0,Riyadh,android,65,0.505
A037024,treatment,1,0.537,170.0,0,1,Hail,ios,41,0.496
A037025,treatment,1,0.649,102.0,0,0,Madinah,android,41,0.691
A037026,treatment,0,0.283,194.0,0,0,Eastern,web,36,0.18
A037027,treatment,1,0.815,98.0,0,0,Asir,android,27,0.898
A037028,control,1,0.54,172.0,0,0,Asir,ios,62,0.435
A037029,treatment,0,0.523,77.0,0,0,Al Bahah,android,34,0.446
A037030,control,0,0.697,215.0,0,0,Asir,android,23,0.77
A037031,treatment,1,0.645,122.0,0,0,Northern Borders,web,18,0.733
A037032,control,1,0.554,95.0,0,0,Asir,android,25,0.441
A037033,control,0,0.175,223.0,0,0,Al Bahah,android,54,0.104
A037034,control,1,0.551,122.0,1,0,Najran,android,28,0.556
A037035,treatment,1,0.434,120.0,0,0,Asir,android,23,0.449
A037036,control,1,0.669,133.0,0,0,Tabuk,android,59,0.714
A037037,control,1,0.377,181.0,0,0,Najran,android,49,0.364
A037038,control,0,0.472,207.0,0,0,Eastern,android,52,0.45
A037039,treatment,1,0.379,198.0,0,0,Northern Borders,web,34,0.306
A037040,control,1,0.767,88.0,0,0,Al Jawf,android,42,0.737
A037041,treatment,0,0.423,113.0,0,0,Asir,web,28,0.433
A037042,treatment,1,0.638,145.0,0,0,Najran,android,45,0.643
A037043,treatment,0,0.402,117.0,0,0,Jazan,ios,69,0.436
A037044,control,1,0.66,91.0,0,0,Qassim,android,55,0.706
A037045,treatment,1,0.643,146.0,0,0,Najran,android,56,0.463
A037046,control,1,0.394,83.0,0,0,Qassim,android,27,0.342
A037047,treatment,1,0.441,81.0,0,0,Jazan,ios,20,0.391
A037048,treatment,1,0.307,207.0,0,0,Eastern,ios,53,0.336
A037049,control,1,0.715,89.0,0,0,Tabuk,ios,55,0.845
A037050,control,0,0.219,193.0,0,0,Al Bahah,web,29,0.318
A037051,control,0,0.192,108.0,0,0,Northern Borders,android,23,0.134
A037052,treatment,0,0.573,117.0,0,0,Hail,android,68,0.639
A037053,treatment,0,0.786,108.0,0,0,Asir,web,41,0.744
A037054,control,1,0.329,215.0,0,0,Al Jawf,web,56,0.505
A037055,treatment,1,0.432,161.0,1,0,Riyadh,android,40,0.363
A037056,control,0,0.454,125.0,0,0,Northern Borders,android,62,0.316
A037057,control,0,0.487,206.0,0,0,Makkah,web,65,0.513
A037058,treatment,1,0.48,115.0,0,0,Riyadh,android,29,0.625
A037059,treatment,1,0.518,132.0,0,0,Najran,android,19,0.503
A037060,control,1,0.529,136.0,0,0,Hail,android,48,0.55
A037061,treatment,0,0.147,146.0,0,0,Makkah,android,52,0.102
A037062,control,1,0.459,117.0,0,0,Makkah,android,49,0.496
A037063,control,0,0.613,107.0,0,0,Hail,android,30,0.574
A037064,treatment,0,0.477,190.0,0,0,Madinah,android,29,0.599
A037065,control,1,0.226,183.0,0,0,Asir,web,48,0.237
A037066,control,1,0.515,127.0,0,0,Madinah,android,38,0.501
A037067,treatment,1,0.572,155.0,0,0,Najran,android,49,0.68
A037068,treatment,0,0.188,88.0,0,0,Al Jawf,android,39,0.056
A037069,control,0,0.61,170.0,0,0,Makkah,android,23,0.608
A037070,treatment,0,0.233,196.0,0,0,Qassim,android,33,0.21
A037071,treatment,1,0.682,115.0,0,0,Jazan,android,31,0.762
A037072,treatment,0,0.303,117.0,0,0,Al Bahah,ios,41,0.409
A037073,treatment,0,0.403,108.0,0,0,Northern Borders,android,35,0.197
A037074,treatment,1,0.456,246.0,0,0,Jazan,android,30,0.569
A037075,treatment,0,0.697,142.0,0,0,Riyadh,android,26,0.806
A037076,control,1,0.57,115.0,0,0,Hail,android,61,0.697
A037077,control,1,0.819,190.0,0,0,Northern Borders,android,31,0.802
A037078,treatment,1,0.472,109.0,1,0,Northern Borders,android,35,0.545
A037079,treatment,0,0.306,145.0,0,0,Asir,web,19,0.247
A037080,control,1,0.544,95.0,0,0,Northern Borders,ios,58,0.58
A037081,control,1,0.357,124.0,0,1,Jazan,ios,24,0.274
A037082,control,0,0.429,309.0,0,0,Al Bahah,web,23,0.518
A037083,control,0,0.369,143.0,0,0,Riyadh,ios,47,0.344
A037084,treatment,1,0.524,169.0,0,0,Eastern,android,66,0.676
A037085,control,1,0.589,201.0,0,0,Hail,android,48,0.607
A037086,treatment,1,0.569,247.0,0,0,Najran,web,23,0.522
A037087,control,0,0.485,80.0,0,0,Asir,android,59,0.529
A037088,treatment,1,0.418,214.0,0,0,Jazan,android,29,0.319
A037089,control,1,0.561,98.0,0,0,Jazan,ios,54,0.456
A037090,control,1,0.353,76.0,0,0,Najran,android,56,0.323
A037091,treatment,1,0.096,181.0,0,0,Makkah,android,40,0.017
A037092,treatment,1,0.741,86.0,0,1,Al Jawf,web,46,0.627
A037093,treatment,0,0.374,73.0,0,1,Hail,android,19,0.236
A037094,control,0,0.355,261.0,0,0,Riyadh,android,50,0.213
A037095,treatment,0,0.766,90.0,0,0,Al Jawf,ios,53,0.854
A037096,treatment,0,0.541,117.0,0,0,Eastern,ios,52,0.559
A037097,treatment,1,0.565,194.0,0,0,Asir,android,50,0.387
A037098,control,0,0.467,249.0,0,0,Riyadh,android,39,0.655
A037099,treatment,0,0.15,74.0,0,0,Asir,ios,54,0.124
A037100,control,1,0.646,139.0,0,0,Qassim,android,67,0.599
A037101,treatment,1,0.145,154.0,0,0,Jazan,ios,29,0.089
A037102,treatment,1,0.58,149.0,0,0,Najran,web,46,0.77
A037103,treatment,1,0.564,197.0,0,0,Eastern,ios,26,0.523
A037104,control,0,0.623,94.0,0,1,Hail,ios,34,0.569
A037105,treatment,1,0.322,272.0,0,0,Madinah,android,45,0.33
A037106,treatment,0,0.481,95.0,0,0,Al Jawf,android,30,0.387
A037107,treatment,0,0.65,83.0,0,0,Riyadh,ios,19,0.791
A037108,control,1,0.402,135.0,0,0,Northern Borders,android,35,0.557
A037109,treatment,1,0.28,121.0,0,0,Al Bahah,ios,42,0.313
A037110,control,1,0.442,136.0,1,0,Eastern,android,35,0.585
A037111,control,1,0.329,156.0,0,0,Al Bahah,ios,46,0.48
A037112,treatment,1,1.0,171.0,0,0,Al Jawf,android,60,0.929
A037113,treatment,1,0.853,81.0,0,0,Northern Borders,ios,63,0.907
A037114,treatment,1,0.634,176.0,0,1,Al Jawf,android,21,0.773
A037115,treatment,1,0.667,107.0,0,0,Makkah,ios,22,0.779
A037116,control,0,0.203,82.0,0,0,Qassim,android,66,0.046
A037117,treatment,1,0.493,203.0,0,0,Asir,android,69,0.438
A037118,control,0,0.657,105.0,0,0,Najran,ios,21,0.589
A037119,control,0,0.304,130.0,1,0,Najran,web,30,0.235
A037120,control,0,0.327,60.0,0,0,Eastern,android,68,0.271
A037121,treatment,0,0.213,116.0,0,0,Al Bahah,android,20,0.113
A037122,treatment,1,0.576,152.0,0,0,Eastern,android,50,0.675
A037123,control,0,0.48,107.0,0,0,Eastern,ios,53,0.372
A037124,control,0,0.635,135.0,0,0,Tabuk,web,68,0.456
A037125,treatment,0,0.203,119.0,0,0,Makkah,ios,62,0.093
