user_id,variant,completed,pre_completion_rate,time_to_complete,support_ticket,upload_error,region,device,age,digital_literacy
E028128,control,0,0.541,181.0,0,0,Riyadh,android,53,0.626
E028129,control,1,0.469,114.0,0,0,Makkah,android,50,0.494
E028130,treatment,1,0.651,259.0,0,0,Eastern,web,67,0.708
E028131,treatment,0,0.452,113.0,0,0,Jazan,android,41,0.385
E028132,treatment,0,0.274,178.0,0,1,Eastern,ios,19,0.184
E028133,control,0,0.504,89.0,0,0,Makkah,android,32,0.463
E028134,control,1,0.77,180.0,0,0,Makkah,android,56,0.773
E028135,control,0,0.3,137.0,0,0,Riyadh,android,24,0.254
E028136,control,1,0.715,172.0,0,0,Eastern,ios,28,0.63
E028137,treatment,0,0.582,93.0,0,0,Riyadh,web,32,0.537
E028138,treatment,0,0.487,235.0,0,0,Tabuk,android,33,0.525
E028139,control,0,0.708,79.0,0,0,Makkah,android,43,0.719
E028140,control,0,0.261,218.0,0,0,Riyadh,ios,59,0.216
E028141,treatment,0,0.318,176.0,0,0,Makkah,android,66,0.207
E028142,control,1,0.51,168.0,0,0,Jazan,android,29,0.666
E028143,control,0,0.647,187.0,0,0,Hail,android,42,0.682
E028144,treatment,0,0.387,121.0,0,0,Riyadh,ios,53,0.313
E028145,treatment,0,0.438,174.0,0,0,Riyadh,ios,35,0.483
E028146,treatment,1,0.381,147.0,0,0,Riyadh,android,28,0.362
E028147,treatment,0,0.579,167.0,0,0,Makkah,android,53,0.593
E028148,control,1,0.747,119.0,0,0,Riyadh,ios,35,0.838
E028149,treatment,1,0.754,123.0,0,0,Makkah,android,25,0.838
E028150,control,0,0.587,130.0,0,0,Qassim,android,51,0.627
E028151,control,1,0.752,119.0,1,0,Tabuk,ios,24,0.861
E028152,treatment,0,0.382,120.0,0,0,Eastern,android,42,0.283
E028153,treatment,1,0.626,210.0,0,0,Hail,android,63,0.608
E028154,treatment,1,0.536,96.0,0,0,Riyadh,ios,57,0.588
E028155,control,1,0.778,106.0,0,0,Riyadh,android,28,0.744
E028156,control,1,0.585,193.0,0,0,Jazan,android,31,0.664
E028157,treatment,0,0.458,134.0,0,0,Makkah,android,23,0.389
E028158,control,1,0.385,128.0,0,0,Najran,android,50,0.325
E028159,treatment,1,0.366,141.0,0,0,Makkah,ios,54,0.328
E028160,control,1,0.929,181.0,0,0,Makkah,android,37,0.793
E028161,treatment,1,0.635,165.0,0,0,Makkah,web,53,0.514
E028162,control,0,0.187,137.0,0,0,Riyadh,android,24,0.249
E028163,treatment,0,0.406,164.0,0,0,Riyadh,ios,44,0.404
E028164,treatment,1,0.556,218.0,0,0,Makkah,android,43,0.541
E028165,control,1,0.585,300.0,0,0,Qassim,ios,29,0.56
E028166,control,0,0.25,117.0,0,0,Eastern,android,46,0.15
E028167,treatment,0,0.764,156.0,0,0,Eastern,android,45,0.79
E028168,treatment,1,0.166,265.0,0,0,Riyadh,android,46,0.333
E028169,control,0,0.071,222.0,0,1,Eastern,android,27,0.105
E028170,treatment,0,0.248,233.0,0,0,Makkah,android,31,0.146
E028171,treatment,0,0.366,189.0,0,0,Tabuk,android,62,0.203
E028172,treatment,0,0.244,332.0,0,0,Makkah,android,34,0.123
E028173,control,0,0.601,223.0,0,0,Jazan,android,21,0.495
E028174,treatment,0,0.788,166.0,0,0,Qassim,android,28,0.774
E028175,treatment,0,0.01,178.0,0,0,Riyadh,android,57,0.037
E028176,treatment,0,0.514,176.0,0,0,Makkah,android,24,0.528
E028177,treatment,1,0.653,115.0,0,0,Asir,ios,47,0.699
E028178,control,1,0.673,228.0,1,0,Riyadh,web,54,0.785
E028179,treatment,1,0.384,136.0,0,0,Makkah,ios,69,0.403
E028180,control,1,0.558,155.0,0,0,Eastern,android,53,0.506
E028181,treatment,0,0.763,180.0,0,1,Makkah,android,58,0.924
E028182,treatment,0,0.3,196.0,0,0,Makkah,android,41,0.289
E028183,treatment,1,0.537,214.0,0,0,Makkah,android,28,0.577
E028184,control,0,0.442,311.0,0,0,Riyadh,android,51,0.461
E028185,control,0,0.464,114.0,0,0,Najran,android,34,0.631
E028186,control,0,0.465,127.0,0,0,Eastern,android,37,0.377
E028187,control,0,0.269,196.0,0,0,Riyadh,web,64,0.161
E028188,control,1,0.327,239.0,0,0,Makkah,android,44,0.476
E028189,treatment,1,0.708,179.0,0,0,Makkah,ios,44,0.729
E028190,control,1,0.849,163.0,0,0,Qassim,android,23,0.835
E028191,treatment,1,0.545,184.0,0,0,Jazan,android,27,0.66
E028192,control,1,0.655,108.0,0,0,Hail,ios,54,0.641
E028193,control,0,0.321,108.0,0,0,Qassim,ios,56,0.209
E028194,treatment,1,0.345,135.0,0,0,Riyadh,android,58,0.431
E028195,treatment,1,0.806,221.0,0,0,Qassim,android,52,0.882
E028196,control,1,0.726,347.0,0,0,Riyadh,android,54,0.552
E028197,control,0,0.349,100.0,0,0,Riyadh,ios,69,0.276
E028198,treatment,0,0.36,392.0,0,0,Qassim,android,31,0.212
E028199,treatment,1,0.737,102.0,0,0,Qassim,web,42,0.849
E028200,control,0,0.298,125.0,0,0,Makkah,android,32,0.223
E028201,control,1,0.293,305.0,0,0,Jazan,android,26,0.185
E028202,treatment,1,0.778,109.0,0,0,Riyadh,web,52,0.888
E028203,control,0,0.128,135.0,0,0,Asir,android,19,0.146
E028204,treatment,0,0.697,134.0,0,0,Eastern,android,45,0.844
E028205,control,1,0.407,117.0,0,0,Makkah,android,57,0.42
E028206,treatment,1,0.552,132.0,0,0,Eastern,android,51,0.547
E028207,treatment,0,0.115,201.0,0,0,Makkah,android,26,0.102
E028208,treatment,0,0.467,118.0,0,0,Eastern,android,42,0.463
E028209,treatment,1,0.475,212.0,0,0,Hail,ios,63,0.338
E028210,treatment,1,0.668,96.0,0,0,Madinah,android,33,0.731
E028211,control,0,0.595,132.0,0,1,Makkah,android,63,0.609
E028212,control,1,0.949,88.0,0,0,Asir,android,20,0.912
E028213,control,1,0.639,187.0,0,0,Riyadh,android,55,0.724
E028214,treatment,0,0.349,151.0,0,0,Riyadh,ios,19,0.245
E028215,control,0,0.272,262.0,0,0,Jazan,ios,29,0.252
E028216,treatment,1,0.807,160.0,0,0,Riyadh,web,44,0.95
E028217,treatment,1,0.612,148.0,0,0,Eastern,web,58,0.772
E028218,control,0,0.309,206.0,0,0,Najran,ios,27,0.404
E028219,control,0,0.566,138.0,0,0,Madinah,web,69,0.683
E028220,control,0,0.281,291.0,0,0,Al Jawf,android,37,0.438
E028221,treatment,1,0.726,263.0,0,0,Eastern,android,35,0.784
E028222,control,0,0.813,124.0,0,0,Riyadh,web,56,0.776
E028223,control,1,0.792,100.0,0,0,Asir,android,58,0.743
E028224,treatment,1,0.659,192.0,0,0,Al Jawf,ios,27,0.643
E028225,treatment,1,0.623,231.0,0,0,Riyadh,android,41,0.756
E028226,control,0,0.595,133.0,0,0,Qassim,web,18,0.706
E028227,control,0,0.155,132.0,0,0,Al Jawf,android,63,0.096
E028228,control,1,0.339,144.0,0,0,Eastern,web,37,0.392
E028229,control,1,0.519,154.0,0,0,Makkah,android,36,0.499
E028230,control,1,0.737,93.0,0,0,Makkah,web,49,0.643
E028231,treatment,0,0.142,233.0,0,0,Makkah,android,63,0.212
E028232,treatment,0,0.786,151.0,0,0,Makkah,ios,47,0.648
E028233,control,0,0.11,197.0,1,0,Riyadh,android,59,0.1
E028234,treatment,1,0.999,231.0,0,0,Makkah,android,29,0.964
E028235,control,1,0.409,233.0,0,0,Riyadh,android,36,0.467
E028236,treatment,0,0.461,145.0,0,0,Riyadh,android,50,0.506
E028237,control,1,0.523,86.0,0,0,Makkah,android,37,0.553
E028238,treatment,1,0.575,181.0,0,0,Makkah,android,60,0.406
E028239,treatment,0,0.351,180.0,0,0,Al Bahah,ios,34,0.385
E028240,control,0,0.47,218.0,0,0,Riyadh,web,62,0.44
E028241,control,1,0.537,149.0,0,0,Makkah,web,19,0.337
E028242,control,0,0.0,119.0,0,0,Madinah,ios,42,0.106
E028243,control,1,0.408,188.0,1,0,Jazan,android,62,0.518
E028244,control,0,0.452,109.0,0,0,Madinah,android,19,0.283
E028245,control,1,0.49,132.0,0,0,Riyadh,android,26,0.553
E028246,control,0,0.375,138.0,0,0,Eastern,ios,21,0.455
E028247,treatment,0,0.368,196.0,0,0,Asir,android,51,0.228
E028248,treatment,1,0.747,101.0,0,0,Madinah,android,63,0.868
E028249,treatment,0,0.378,103.0,0,0,Qassim,web,20,0.392
E028250,treatment,0,0.678,98.0,0,0,Eastern,android,60,0.637
E028251,treatment,0,0.315,304.0,1,0,Madinah,ios,41,0.303
E028252,control,1,0.637,87.0,0,0,Riyadh,ios,60,0.506
E028253,treatment,1,0.738,170.0,0,0,Riyadh,android,69,0.707
E028254,treatment,0,0.517,182.0,0,0,Makkah,android,59,0.494
E028255,control,1,0.462,95.0,0,0,Eastern,web,60,0.426
E028256,treatment,1,0.67,126.0,0,0,Riyadh,android,61,0.762
E028257,treatment,0,0.289,185.0,0,0,Asir,android,43,0.357
E028258,control,1,0.317,175.0,0,0,Asir,android,36,0.34
E028259,control,0,0.514,155.0,0,0,Tabuk,web,69,0.464
E028260,treatment,1,0.364,99.0,0,0,Najran,ios,64,0.418
E028261,treatment,1,0.797,67.0,0,0,Al Jawf,android,29,0.817
E028262,control,1,0.571,158.0,0,0,Makkah,ios,32,0.522
E028263,control,0,0.489,119.0,0,0,Asir,web,27,0.409
E028264,treatment,1,0.32,280.0,0,1,Makkah,android,35,0.453
E028265,control,1,0.533,169.0,0,0,Riyadh,android,51,0.64
E028266,control,0,0.528,209.0,0,0,Jazan,web,22,0.438
E028267,control,0,0.324,249.0,0,0,Tabuk,ios,27,0.318
E028268,treatment,0,0.381,139.0,0,0,Asir,android,46,0.367
E028269,treatment,0,0.678,91.0,0,0,Eastern,ios,63,0.79
E028270,treatment,1,0.738,296.0,0,0,Jazan,ios,49,0.736
E028271,control,1,0.57,172.0,0,1,Makkah,android,65,0.644
E028272,treatment,1,0.805,134.0,0,0,Makkah,android,18,0.909
E028273,treatment,0,0.302,203.0,0,0,Eastern,ios,46,0.239
E028274,treatment,0,0.437,110.0,0,0,Riyadh,android,28,0.613
E028275,control,1,0.379,251.0,0,0,Qassim,ios,52,0.406
E028276,treatment,1,0.483,86.0,0,0,Al Jawf,android,45,0.488
E028277,treatment,1,0.714,140.0,0,0,Makkah,ios,67,0.771
E028278,treatment,1,0.934,147.0,0,0,Riyadh,ios,61,0.923
E028279,control,0,0.445,192.0,0,0,Al Jawf,android,49,0.447
E028280,control,1,0.487,130.0,0,0,Riyadh,ios,47,0.516
E028281,treatment,0,0.492,121.0,0,0,Makkah,ios,65,0.374
E028282,treatment,1,0.414,269.0,0,0,Tabuk,android,44,0.327
E028283,control,1,0.69,199.0,0,1,Northern Borders,android,41,0.625
E028284,treatment,1,0.892,158.0,0,0,Madinah,android,47,0.851
E028285,control,0,0.036,132.0,0,0,Riyadh,ios,19,0.099
E028286,treatment,0,0.574,127.0,0,0,Riyadh,android,22,0.479
E028287,treatment,1,0.503,108.0,0,0,Eastern,android,28,0.465
E028288,control,0,0.342,152.0,0,0,Makkah,android,33,0.234
E028289,treatment,1,0.653,80.0,0,0,Eastern,ios,64,0.746
E028290,control,1,0.545,172.0,0,0,Riyadh,ios,18,0.339
E028291,treatment,0,0.486,177.0,0,0,Makkah,android,57,0.621
E028292,control,1,0.693,155.0,0,0,Asir,ios,46,0.725
E028293,treatment,1,0.553,196.0,0,0,Riyadh,ios,20,0.432
E028294,control,1,0.456,244.0,0,0,Qassim,android,48,0.435
E028295,control,1,0.553,118.0,0,0,Riyadh,ios,51,0.661
E028296,treatment,0,0.417,231.0,0,0,Riyadh,ios,48,0.508
E028297,treatment,1,0.408,211.0,0,0,Madinah,android,22,0.389
E028298,control,1,0.342,221.0,0,0,Hail,android,46,0.336
E028299,control,0,0.3,132.0,0,0,Northern Borders,ios,54,0.405
E028300,treatment,0,0.35,146.0,0,0,Najran,ios,24,0.184
E028301,treatment,0,0.19,177.0,0,0,Tabuk,web,53,0.24
E028302,control,1,0.455,188.0,0,0,Eastern,android,28,0.467
E028303,control,0,0.193,99.0,0,0,Makkah,android,60,0.206
E028304,treatment,0,0.728,147.0,0,0,Al Bahah,android,43,0.841
E028305,treatment,0,0.563,250.0,0,0,Eastern,android,46,0.46
E028306,control,1,0.539,190.0,1,0,Makkah,android,41,0.593
E028307,control,1,0.94,104.0,0,0,Al Jawf,android,60,0.969
E028308,treatment,1,0.356,151.0,0,0,Riyadh,web,35,0.385
E028309,control,1,0.757,160.0,1,0,Hail,android,23,0.747
E028310,treatment,1,0.415,169.0,0,0,Asir,android,67,0.356
E028311,control,1,0.212,252.0,0,0,Makkah,android,40,0.282
E028312,treatment,0,0.128,215.0,0,0,Al Bahah,ios,35,0.112
E028313,control,0,0.578,370.0,0,0,Riyadh,android,48,0.529
E028314,control,1,0.563,100.0,0,0,Riyadh,ios,54,0.542
E028315,control,0,0.284,232.0,0,0,Asir,ios,35,0.227
E028316,treatment,0,0.56,105.0,0,0,Jazan,ios,43,0.404
E028317,treatment,1,0.745,133.0,0,0,Northern Borders,android,34,0.768
E028318,control,0,0.671,158.0,0,0,Asir,android,33,0.73
E028319,control,1,0.552,117.0,0,0,Tabuk,android,27,0.509
E028320,treatment,1,0.566,210.0,0,1,Asir,android,62,0.74
E028321,treatment,1,0.87,298.0,0,0,Eastern,web,29,0.996
E028322,treatment,0,0.517,161.0,0,0,Eastern,android,65,0.495
E028323,treatment,1,0.539,188.0,0,0,Riyadh,web,23,0.623
E028324,treatment,1,0.6,222.0,0,0,Asir,ios,27,0.6
E028325,control,0,0.416,77.0,0,0,Asir,android,45,0.432
E028326,control,0,0.682,124.0,0,0,Najran,ios,27,0.643
E028327,control,1,0.706,203.0,0,0,Eastern,ios,37,0.659
E028328,control,0,0.157,189.0,0,1,Makkah,ios,23,0.102
E028329,control,0,0.355,164.0,0,0,Makkah,ios,46,0.293
E028330,control,0,0.24,140.0,0,0,Makkah,android,36,0.159
E028331,control,0,0.389,292.0,0,1,Hail,android,46,0.488
E028332,treatment,1,0.418,130.0,0,0,Riyadh,android,38,0.285
E028333,treatment,1,0.538,163.0,0,0,Asir,ios,43,0.527
E028334,treatment,1,0.26,221.0,0,1,Riyadh,ios,21,0.253
E028335,treatment,1,0.751,216.0,0,0,Makkah,android,48,0.708
E028336,control,1,0.472,134.0,0,1,Madinah,ios,24,0.446
E028337,control,0,0.331,76.0,0,0,Eastern,android,18,0.344
E028338,treatment,1,0.48,254.0,0,0,Tabuk,web,52,0.351
E028339,control,0,0.633,100.0,0,0,Asir,android,59,0.717
E028340,treatment,0,0.681,87.0,0,0,Eastern,android,28,0.768
E028341,treatment,1,0.658,126.0,0,0,Makkah,android,60,0.571
E028342,control,0,0.552,159.0,0,0,Makkah,ios,58,0.522
E028343,treatment,1,0.612,123.0,0,0,Makkah,android,57,0.519
E028344,treatment,0,0.374,132.0,0,0,Eastern,ios,29,0.278
E028345,treatment,1,0.861,183.0,0,0,Al Jawf,ios,37,0.854
E028346,treatment,0,0.538,193.0,0,0,Riyadh,android,54,0.658
E028347,control,0,0.285,93.0,0,0,Najran,android,62,0.293
E028348,control,1,0.414,164.0,0,0,Eastern,web,43,0.325
E028349,control,1,0.723,87.0,0,0,Qassim,android,18,0.704
E028350,treatment,1,0.87,101.0,0,0,Madinah,android,59,0.884
E028351,control,1,0.574,177.0,0,0,Makkah,android,44,0.589
E028352,control,1,0.281,103.0,0,0,Eastern,android,56,0.209
E028353,treatment,1,0.578,120.0,0,0,Eastern,ios,44,0.544
E028354,control,0,0.551,83.0,0,0,Riyadh,android,29,0.375
E028355,control,0,0.391,99.0,0,0,Riyadh,ios,46,0.337
E028356,control,1,0.624,181.0,0,0,Riyadh,android,18,0.822
E028357,control,0,0.325,99.0,0,0,Makkah,ios,23,0.162
E028358,treatment,1,0.743,107.0,0,0,Makkah,ios,26,0.862
E028359,treatment,1,0.588,187.0,0,0,Makkah,android,44,0.806
E028360,treatment,0,0.207,121.0,0,0,Eastern,ios,44,0.091
E028361,control,0,0.237,134.0,0,0,Makkah,android,55,0.16
E028362,control,1,0.32,171.0,0,0,Riyadh,ios,63,0.434
E028363,control,0,0.399,167.0,0,0,Riyadh,web,48,0.28
E028364,control,0,0.263,201.0,0,0,Riyadh,android,29,0.32
E028365,treatment,0,0.618,224.0,0,0,Makkah,web,24,0.701
E028366,treatment,0,0.424,229.0,0,0,Madinah,android,39,0.38
E028367,treatment,0,0.87,85.0,0,0,Eastern,android,40,0.863
E028368,control,0,0.283,151.0,0,0,Madinah,android,44,0.249
E028369,treatment,0,0.202,155.0,0,0,Al Jawf,android,20,0.236
E028370,control,1,0.502,136.0,0,0,Madinah,android,65,0.453
E028371,treatment,1,0.224,178.0,0,0,Makkah,ios,45,0.309
E028372,control,1,0.493,129.0,1,0,Eastern,ios,63,0.431
E028373,treatment,1,0.569,121.0,0,0,Northern Borders,android,25,0.649
E028374,treatment,0,0.534,111.0,0,0,Makkah,android,61,0.577
E028375,treatment,1,0.711,147.0,0,0,Makkah,ios,48,0.694
E028376,control,1,0.497,139.0,0,0,Makkah,web,61,0.545
E028377,treatment,0,0.625,214.0,0,0,Eastern,ios,67,0.701
E028378,control,0,0.475,131.0,0,0,Riyadh,ios,37,0.564
E028379,control,0,0.317,203.0,0,0,Asir,android,18,0.214
E028380,treatment,1,0.534,95.0,0,0,Makkah,android,68,0.536
E028381,treatment,0,0.393,97.0,0,0,Al Bahah,android,40,0.536
E028382,control,1,0.606,82.0,0,0,Makkah,ios,21,0.739
E028383,control,1,0.637,166.0,0,0,Makkah,ios,68,0.565
E028384,control,0,0.198,107.0,0,0,Hail,android,33,0.175
E028385,control,0,0.31,63.0,0,0,Riyadh,android,25,0.275
E028386,control,0,0.821,145.0,0,0,Qassim,android,64,0.844
E028387,treatment,0,0.349,129.0,0,0,Riyadh,android,43,0.34
E028388,treatment,0,0.489,150.0,0,0,Makkah,android,24,0.306
E028389,control,0,0.739,165.0,0,0,Makkah,android,56,0.714
E028390,control,0,0.137,125.0,0,0,Eastern,android,38,0.254
E028391,control,0,0.0,125.0,0,0,Makkah,ios,34,0.081
E028392,treatment,0,0.108,250.0,0,0,Eastern,ios,31,0.178
E028393,control,1,0.509,182.0,0,0,Eastern,android,23,0.627
E028394,treatment,0,0.499,272.0,0,0,Riyadh,android,39,0.478
E028395,control,0,0.522,155.0,0,0,Riyadh,android,62,0.658
E028396,treatment,1,0.341,130.0,0,0,Riyadh,web,51,0.456
E028397,treatment,1,0.189,227.0,0,0,Al Bahah,web,67,0.213
E028398,control,0,0.484,282.0,0,0,Riyadh,android,57,0.636
E028399,treatment,1,0.757,60.0,0,0,Qassim,android,69,0.737
E028400,treatment,1,0.177,208.0,0,0,Tabuk,ios,60,0.164
E028401,treatment,1,0.544,177.0,0,1,Asir,android,60,0.573
E028402,control,0,0.46,214.0,0,0,Makkah,ios,55,0.347
E028403,control,1,0.651,178.0,0,0,Riyadh,web,34,0.73
E028404,control,1,0.33,111.0,0,0,Riyadh,android,59,0.361
E028405,treatment,1,0.552,114.0,0,0,Riyadh,android,58,0.562
E028406,control,1,0.047,178.0,0,0,Tabuk,android,64,0.028
E028407,control,1,0.761,233.0,0,0,Northern Borders,android,21,0.681
E028408,control,0,0.646,211.0,0,0,Qassim,android,44,0.62
E028409,treatment,1,0.263,228.0,0,0,Makkah,android,55,0.223
E028410,control,0,0.526,168.0,0,0,Riyadh,ios,41,0.553
E028411,control,0,0.522,243.0,0,0,Eastern,ios,60,0.635
E028412,treatment,0,0.22,308.0,0,0,Riyadh,android,55,0.083
E028413,treatment,0,0.866,116.0,0,0,Makkah,android,23,0.886
E028414,control,1,0.489,175.0,0,0,Madinah,android,50,0.434
E028415,treatment,1,0.703,155.0,0,0,Riyadh,ios,68,0.672
E028416,treatment,0,0.403,228.0,0,0,Al Bahah,android,22,0.503
E028417,control,1,0.785,176.0,0,0,Makkah,android,66,0.848
E028418,control,0,0.147,302.0,0,0,Makkah,ios,40,0.128
E028419,control,0,0.242,127.0,0,0,Makkah,ios,60,0.153
E028420,control,0,0.387,172.0,0,0,Eastern,android,69,0.262
E028421,treatment,1,0.633,52.0,0,0,Makkah,ios,28,0.825
E028422,treatment,1,0.649,285.0,0,0,Riyadh,android,31,0.544
E028423,control,1,0.44,116.0,0,0,Makkah,android,67,0.362
E028424,treatment,0,0.279,148.0,0,0,Eastern,ios,51,0.205
E028425,treatment,1,0.461,243.0,0,0,Riyadh,android,49,0.564
E028426,treatment,1,0.495,97.0,0,0,Riyadh,android,35,0.371
E028427,treatment,0,0.319,246.0,0,0,Jazan,ios,55,0.325
E028428,control,0,0.453,194.0,0,0,Makkah,android,54,0.509
E028429,treatment,1,0.544,169.0,0,0,Eastern,android,61,0.601
E028430,treatment,1,0.581,144.0,0,0,Riyadh,android,52,0.671
E028431,treatment,0,0.31,132.0,0,0,Makkah,android,44,0.227
E028432,control,1,0.589,138.0,0,0,Riyadh,ios,23,0.67
E028433,control,1,0.43,120.0,0,0,Qassim,android,65,0.427
E028434,treatment,1,0.863,97.0,0,0,Makkah,android,66,0.945
E028435,treatment,0,0.269,255.0,0,0,Makkah,android,59,0.264
E028436,control,1,0.314,238.0,0,0,Hail,android,37,0.517
E028437,control,1,0.687,142.0,0,0,Qassim,android,44,0.631
E028438,treatment,1,0.487,126.0,0,0,Makkah,android,41,0.374
E028439,treatment,1,0.617,112.0,1,0,Najran,web,31,0.537
E028440,control,0,0.307,293.0,0,0,Riyadh,android,55,0.327
E028441,control,1,0.537,188.0,0,0,Riyadh,ios,23,0.67
E028442,control,1,0.878,106.0,0,0,Najran,android,23,0.951
E028443,treatment,0,0.25,264.0,0,0,Riyadh,android,49,0.274
E028444,control,1,0.161,191.0,0,0,Makkah,ios,67,0.142
E028445,control,0,0.904,180.0,0,0,Riyadh,android,48,0.891
E028446,control,1,0.715,182.0,0,0,Asir,android,39,0.799
E028447,control,1,0.701,157.0,0,0,Qassim,android,37,0.727
E028448,treatment,0,0.286,223.0,0,0,Madinah,android,52,0.384
E028449,treatment,0,0.518,296.0,0,0,Najran,web,57,0.394
E028450,control,0,0.844,128.0,0,0,Al Bahah,ios,45,0.929
E028451,control,1,0.324,103.0,0,0,Tabuk,android,54,0.323
E028452,control,1,0.26,160.0,0,0,Eastern,android,38,0.277
E028453,treatment,0,0.389,232.0,0,0,Asir,ios,43,0.37
E028454,treatment,1,0.236,272.0,0,0,Riyadh,ios,63,0.237
E028455,control,0,0.475,166.0,0,0,Eastern,web,40,0.449
E028456,control,1,0.492,152.0,0,0,Riyadh,android,22,0.436
E028457,treatment,1,0.463,252.0,0,0,Eastern,android,60,0.447
E028458,treatment,0,0.265,268.0,0,0,Jazan,ios,48,0.221
E028459,control,0,0.354,127.0,0,0,Riyadh,android,32,0.344
E028460,control,1,0.643,122.0,0,0,Asir,ios,60,0.626
E028461,control,1,0.425,143.0,0,0,Qassim,ios,24,0.525
E028462,control,0,0.46,240.0,0,0,Qassim,android,57,0.473
E028463,treatment,1,0.358,211.0,0,0,Najran,web,42,0.297
E028464,treatment,0,0.685,200.0,0,0,Al Bahah,ios,63,0.651
E028465,control,0,0.456,170.0,0,0,Najran,web,63,0.332
E028466,control,1,0.334,361.0,0,0,Qassim,ios,60,0.237
E028467,treatment,0,0.58,124.0,0,1,Makkah,android,57,0.519
E028468,treatment,1,0.753,124.0,0,0,Qassim,web,55,0.726
E028469,treatment,1,0.373,121.0,0,0,Riyadh,android,43,0.477
E028470,treatment,1,0.65,129.0,0,0,Riyadh,ios,22,0.756
E028471,treatment,1,0.85,210.0,1,0,Makkah,android,45,0.778
E028472,treatment,1,0.377,116.0,0,0,Hail,android,32,0.373
E028473,control,1,0.346,278.0,0,0,Al Jawf,web,56,0.327
E028474,control,1,0.537,84.0,0,0,Asir,ios,46,0.538
E028475,control,1,0.651,165.0,0,0,Riyadh,android,56,0.609
E028476,control,0,0.476,109.0,0,0,Northern Borders,ios,32,0.555
E028477,treatment,1,0.501,154.0,0,0,Madinah,android,42,0.699
E028478,control,1,0.636,158.0,0,0,Jazan,web,65,0.508
E028479,treatment,0,0.266,196.0,0,0,Riyadh,ios,64,0.168
E028480,control,0,0.457,250.0,0,0,Eastern,android,21,0.418
E028481,control,1,0.73,146.0,0,0,Eastern,android,59,0.688
E028482,control,1,0.256,156.0,0,0,Riyadh,android,19,0.157
E028483,treatment,0,0.825,124.0,0,0,Riyadh,android,45,0.832
E028484,treatment,0,0.368,111.0,0,0,Riyadh,android,56,0.382
E028485,control,1,0.642,127.0,0,0,Eastern,ios,67,0.65
E028486,control,1,0.693,205.0,0,0,Riyadh,ios,51,0.8
E028487,control,0,0.658,272.0,0,0,Riyadh,android,24,0.699
E028488,control,0,0.731,224.0,0,0,Makkah,web,30,0.693
E028489,control,0,0.4,127.0,0,0,Makkah,android,54,0.268
E028490,treatment,0,0.119,126.0,0,0,Makkah,ios,53,0.179
E028491,control,1,0.503,132.0,0,0,Riyadh,android,45,0.369
E028492,control,1,0.78,178.0,0,0,Asir,android,40,0.751
E028493,treatment,1,0.728,164.0,0,0,Eastern,android,43,0.79
E028494,control,0,0.316,237.0,0,0,Makkah,android,27,0.341
E028495,control,0,0.362,294.0,0,0,Riyadh,android,38,0.255
E028496,control,0,0.577,309.0,0,0,Riyadh,ios,24,0.628
E028497,control,0,0.47,226.0,0,0,Madinah,ios,67,0.405
E028498,control,1,0.565,170.0,0,0,Makkah,web,57,0.622
E028499,control,1,0.75,153.0,0,0,Eastern,ios,33,0.816
E028500,treatment,0,0.557,149.0,0,0,Tabuk,ios,26,0.453
E028501,treatment,1,0.503,187.0,0,0,Hail,android,65,0.37
E028502,treatment,1,0.793,155.0,0,0,Eastern,android,66,0.737
E028503,control,0,0.313,167.0,0,0,Jazan,ios,43,0.439
E028504,treatment,1,0.453,183.0,0,0,Al Bahah,web,37,0.363
E028505,treatment,0,0.402,222.0,0,0,Jazan,ios,45,0.496
E028506,control,1,0.819,83.0,0,1,Eastern,ios,51,0.893
E028507,treatment,1,0.317,123.0,0,0,Riyadh,web,37,0.38
E028508,control,0,0.64,191.0,0,1,Riyadh,web,32,0.678
E028509,control,0,0.261,107.0,0,0,Madinah,android,29,0.246
E028510,control,1,0.477,93.0,0,0,Riyadh,android,49,0.452
E028511,treatment,1,0.435,160.0,0,0,Makkah,ios,43,0.356
E028512,treatment,1,0.727,185.0,0,0,Riyadh,android,31,0.784
E028513,control,1,0.816,128.0,0,0,Qassim,ios,19,0.868
E028514,control,1,0.56,142.0,0,0,Madinah,android,35,0.462
E028515,treatment,1,0.497,184.0,0,1,Riyadh,android,53,0.265
E028516,treatment,1,0.764,383.0,0,0,Northern Borders,android,63,0.775
E028517,treatment,0,0.535,141.0,0,0,Eastern,android,46,0.565
E028518,treatment,0,0.332,211.0,0,1,Makkah,android,55,0.295
E028519,treatment,0,0.4,247.0,1,0,Riyadh,web,67,0.312
E028520,control,0,0.695,127.0,0,0,Makkah,web,24,0.757
E028521,control,0,0.454,124.0,0,0,Al Jawf,android,60,0.283
E028522,control,0,0.472,118.0,0,0,Riyadh,android,43,0.317
E028523,control,1,0.731,201.0,0,1,Riyadh,android,28,0.745
E028524,treatment,1,0.719,176.0,0,0,Northern Borders,android,37,0.742
E028525,control,0,0.496,128.0,0,0,Riyadh,ios,49,0.518
E028526,control,0,0.399,149.0,0,0,Madinah,android,18,0.378
E028527,control,0,0.481,89.0,0,0,Riyadh,ios,23,0.446
E028528,treatment,1,0.602,113.0,0,0,Eastern,android,33,0.574
E028529,control,1,0.6,91.0,0,0,Makkah,android,64,0.564
E028530,treatment,0,0.569,121.0,0,0,Riyadh,web,20,0.732
