user_id,age,digital_literacy,region,region_code,prior_completions,device_age,distance_km,online_filing,enrolled,support_calls,completed
U007665,67,0.857,Riyadh,0,4,1.8,57.1,1,1,0,1
U007666,33,0.491,Riyadh,0,0,0.8,4.7,1,0,1,1
U007667,44,0.697,Eastern,4,8,2.6,25.1,1,1,1,1
U007668,67,0.562,Eastern,4,3,2.6,3.7,1,1,1,1
U007669,35,0.445,Makkah,1,4,1.8,21.5,1,1,2,1
U007670,39,0.636,Makkah,1,8,2.5,61.2,1,0,1,0
U007671,61,0.241,Al Jawf,12,2,2.4,29.9,1,1,0,0
U007672,35,0.498,Makkah,1,4,1.9,18.6,1,1,2,1
U007673,24,0.184,Al Bahah,11,0,3.3,4.0,1,0,0,0
U007674,51,0.944,Riyadh,0,5,0.7,17.0,1,1,0,1
U007675,51,0.326,Riyadh,0,5,2.4,35.6,1,0,3,0
U007676,32,0.197,Madinah,2,4,4.3,50.0,0,0,0,1
U007677,55,0.5,Makkah,1,1,3.4,36.9,1,0,1,0
U007678,30,0.592,Makkah,1,2,0.0,47.8,1,1,0,1
U007679,69,0.585,Eastern,4,1,0.7,7.0,1,0,2,1
U007680,35,0.544,Jazan,9,1,2.0,14.5,1,1,1,1
U007681,59,0.581,Hail,7,1,1.5,42.3,1,0,0,1
U007682,29,0.383,Eastern,4,2,2.3,10.7,1,0,1,1
U007683,50,0.554,Riyadh,0,2,1.8,6.2,1,0,2,1
U007684,63,0.331,Riyadh,0,2,2.1,20.7,0,0,0,1
U007685,36,0.374,Asir,5,3,1.9,10.5,1,0,2,0
U007686,61,0.698,Makkah,1,4,0.8,26.0,1,0,2,1
U007687,52,0.614,Hail,7,0,2.7,9.9,1,0,0,0
U007688,58,0.358,Al Jawf,12,2,2.6,32.5,1,0,1,0
U007689,54,0.448,Qassim,3,2,1.9,15.3,1,1,1,1
U007690,64,0.4,Eastern,4,7,3.1,9.4,0,1,2,1
U007691,38,0.94,Riyadh,0,6,1.0,27.6,1,1,2,1
U007692,23,0.974,Eastern,4,4,1.6,38.0,1,1,1,1
U007693,27,0.355,Asir,5,6,4.6,38.9,0,1,2,1
U007694,36,0.689,Eastern,4,1,3.6,15.9,1,0,0,1
U007695,46,0.715,Makkah,1,1,2.8,5.4,0,0,1,0
U007696,32,0.764,Makkah,1,3,0.0,12.2,1,1,0,1
U007697,62,0.341,Riyadh,0,4,3.2,12.6,1,1,1,0
U007698,29,0.577,Riyadh,0,3,4.0,6.4,1,1,1,1
U007699,66,0.585,Jazan,9,2,2.6,20.4,1,1,2,1
U007700,69,0.506,Eastern,4,2,4.1,28.9,0,0,0,0
U007701,25,0.688,Riyadh,0,3,1.0,7.9,1,0,0,1
U007702,65,0.665,Makkah,1,4,1.5,20.3,1,0,0,1
U007703,50,0.577,Al Jawf,12,2,1.7,20.7,1,1,0,1
U007704,21,0.068,Al Jawf,12,1,1.5,32.3,1,0,1,0
U007705,27,0.443,Riyadh,0,4,4.0,18.5,1,0,0,0
U007706,50,0.1,Makkah,1,2,4.4,24.5,1,1,4,0
U007707,23,0.106,Makkah,1,0,3.6,14.0,0,0,1,0
U007708,69,0.754,Eastern,4,5,0.0,21.9,1,1,2,0
U007709,27,0.199,Qassim,3,2,2.1,35.7,0,0,1,1
U007710,69,0.704,Asir,5,3,0.0,4.2,1,0,2,0
U007711,33,0.3,Tabuk,6,1,3.0,15.4,0,1,2,0
U007712,34,0.528,Eastern,4,1,0.0,12.6,1,1,2,1
U007713,45,0.545,Qassim,3,4,0.8,41.4,1,1,0,1
U007714,47,0.668,Najran,10,5,0.6,33.7,1,1,2,1
U007715,59,0.656,Makkah,1,6,1.9,18.1,1,1,0,0
U007716,51,0.532,Makkah,1,5,0.7,16.9,1,0,1,1
U007717,54,0.676,Riyadh,0,3,1.0,13.1,1,1,0,0
U007718,27,0.623,Makkah,1,3,4.1,10.9,1,0,1,1
U007719,54,0.396,Jazan,9,5,2.0,56.9,1,0,0,0
U007720,22,0.751,Eastern,4,7,1.4,37.2,1,1,0,0
U007721,54,0.592,Riyadh,0,3,2.2,5.4,1,0,1,1
U007722,36,0.275,Makkah,1,2,2.2,3.6,0,0,1,1
U007723,26,0.429,Hail,7,2,2.6,8.6,1,0,0,1
U007724,67,0.678,Madinah,2,2,2.2,40.4,1,0,0,0
U007725,22,0.913,Makkah,1,2,1.8,2.7,1,1,6,1
U007726,54,0.541,Makkah,1,2,1.8,94.1,1,0,1,1
U007727,38,0.801,Madinah,2,2,1.0,31.8,1,1,2,0
U007728,62,0.426,Riyadh,0,3,2.6,36.5,1,0,1,1
U007729,62,0.828,Eastern,4,2,1.3,16.0,0,1,3,0
U007730,52,0.414,Makkah,1,1,5.0,59.3,1,1,0,0
U007731,39,0.293,Eastern,4,1,3.4,7.1,1,0,0,0
U007732,60,0.167,Riyadh,0,3,3.7,27.9,0,1,5,0
U007733,29,0.19,Makkah,1,1,3.6,43.8,1,0,0,0
U007734,25,0.788,Tabuk,6,7,1.5,13.5,1,1,3,1
U007735,46,0.586,Tabuk,6,3,3.6,18.3,1,1,1,1
U007736,20,0.253,Jazan,9,3,0.9,6.4,0,1,0,0
U007737,38,0.372,Eastern,4,0,2.0,9.1,1,0,2,1
U007738,26,0.479,Eastern,4,3,3.3,15.2,1,0,3,0
U007739,55,0.262,Eastern,4,4,2.6,16.2,1,0,0,0
U007740,23,0.425,Makkah,1,3,1.0,96.6,1,1,2,1
U007741,28,0.618,Madinah,2,2,4.0,5.0,0,1,2,1
U007742,59,0.655,Riyadh,0,5,2.9,20.1,1,1,1,1
U007743,56,0.213,Makkah,1,1,1.8,34.5,1,1,3,1
U007744,38,0.351,Riyadh,0,1,3.2,16.0,1,1,1,1
U007745,48,0.257,Qassim,3,2,2.2,18.9,0,1,2,1
U007746,40,0.184,Asir,5,3,1.5,10.6,1,0,1,1
U007747,35,0.065,Riyadh,0,0,0.5,8.7,0,0,1,0
U007748,19,0.09,Hail,7,2,5.2,20.5,1,0,0,0
U007749,50,0.297,Eastern,4,0,4.3,8.8,0,0,0,0
U007750,63,0.697,Al Jawf,12,3,0.9,11.8,1,0,0,0
U007751,38,0.352,Riyadh,0,3,3.0,22.7,0,1,1,1
U007752,20,0.306,Riyadh,0,1,2.4,13.0,1,1,1,1
U007753,41,0.46,Makkah,1,1,1.0,7.8,1,0,2,1
U007754,27,0.36,Madinah,2,2,0.7,40.8,0,0,0,0
U007755,62,0.531,Makkah,1,0,1.7,8.9,1,1,1,1
U007756,52,0.411,Riyadh,0,1,1.3,14.6,1,1,2,0
U007757,58,0.523,Madinah,2,3,3.0,18.3,1,1,3,1
U007758,49,0.439,Makkah,1,0,2.7,13.8,1,1,1,0
U007759,54,0.759,Madinah,2,5,1.7,13.8,1,1,1,1
U007760,45,0.795,Makkah,1,4,2.5,21.1,0,0,0,1
U007761,50,0.198,Riyadh,0,0,1.7,8.1,0,1,2,0
U007762,28,0.288,Makkah,1,1,4.1,32.2,1,0,0,0
U007763,47,0.926,Jazan,9,5,2.2,6.1,1,0,0,0
U007764,27,0.862,Makkah,1,1,3.1,29.6,1,1,1,1
U007765,41,0.489,Eastern,4,1,3.9,12.6,1,0,1,1
U007766,58,0.636,Tabuk,6,3,2.3,20.2,1,0,0,0
U007767,44,0.574,Makkah,1,1,1.5,23.2,1,0,1,1
U007768,66,0.381,Makkah,1,1,2.4,13.4,0,0,0,1
U007769,67,0.573,Eastern,4,2,2.2,21.8,1,0,0,1
U007770,52,0.665,Makkah,1,3,3.4,41.8,1,0,0,0
U007771,35,0.343,Riyadh,0,2,3.1,3.6,1,0,0,1
U007772,60,0.545,Eastern,4,8,1.3,9.9,1,0,2,1
U007773,54,0.431,Qassim,3,5,4.1,17.6,1,1,2,0
U007774,29,0.504,Makkah,1,6,1.2,17.5,1,1,2,1
U007775,56,0.327,Makkah,1,2,3.0,20.1,1,1,2,0
U007776,45,0.317,Makkah,1,5,4.2,18.9,1,0,0,1
U007777,58,0.162,Jazan,9,1,4.8,10.3,1,0,0,0
U007778,59,0.195,Riyadh,0,2,2.3,29.1,1,0,1,0
U007779,41,0.78,Eastern,4,7,3.1,20.2,1,1,3,0
U007780,57,0.815,Riyadh,0,2,0.0,19.1,1,1,1,1
U007781,51,0.224,Asir,5,2,3.4,31.7,1,1,3,1
U007782,59,0.87,Makkah,1,3,1.1,38.7,1,0,0,1
U007783,58,0.37,Al Jawf,12,4,2.4,22.2,1,1,2,1
U007784,23,0.536,Makkah,1,2,1.0,10.2,0,0,0,0
U007785,33,0.486,Northern Borders,8,5,0.8,30.6,0,1,4,1
U007786,47,0.226,Makkah,1,4,0.8,7.1,0,1,2,0
U007787,43,0.093,Northern Borders,8,1,2.3,39.0,1,0,1,0
U007788,54,0.622,Riyadh,0,3,1.2,4.0,1,1,1,1
U007789,27,0.81,Riyadh,0,2,0.9,53.3,1,1,1,1
U007790,31,0.604,Madinah,2,3,2.4,19.3,1,0,0,1
U007791,57,0.362,Makkah,1,1,3.4,46.7,1,0,0,1
U007792,65,0.42,Najran,10,0,2.8,28.6,1,0,0,0
U007793,23,0.336,Eastern,4,6,4.7,2.1,1,1,1,0
U007794,33,0.152,Madinah,2,1,4.6,63.3,1,0,1,0
U007795,46,0.708,Riyadh,0,1,2.2,24.3,1,0,0,0
U007796,33,0.377,Jazan,9,2,3.8,15.0,1,0,2,1
U007797,37,0.812,Eastern,4,3,4.6,26.5,1,1,0,1
U007798,37,0.192,Makkah,1,1,4.1,15.3,1,0,0,1
U007799,54,0.498,Madinah,2,2,1.2,10.7,1,0,0,1
U007800,67,0.427,Makkah,1,1,2.5,9.0,1,0,0,0
U007801,63,0.241,Asir,5,2,3.2,8.0,1,1,1,0
U007802,18,0.546,Eastern,4,1,2.3,25.7,1,0,1,1
U007803,67,0.375,Riyadh,0,2,0.0,72.9,1,0,1,1
U007804,21,0.821,Makkah,1,1,0.1,5.5,1,1,1,1
U007805,63,0.739,Eastern,4,1,2.9,20.4,1,0,0,0
U007806,59,0.216,Makkah,1,3,3.5,21.8,1,0,1,0
U007807,57,0.376,Asir,5,3,2.1,5.2,1,1,0,1
U007808,34,0.517,Northern Borders,8,0,3.2,35.5,1,1,2,1
U007809,22,0.436,Eastern,4,7,0.9,34.5,1,1,1,1
U007810,36,0.522,Madinah,2,0,2.9,10.9,1,0,0,0
U007811,29,0.412,Al Jawf,12,3,2.8,59.4,1,1,2,1
U007812,50,0.171,Riyadh,0,0,1.8,33.0,0,0,0,0
U007813,62,0.356,Eastern,4,1,3.4,20.5,0,0,1,1
U007814,23,0.472,Qassim,3,5,1.2,22.2,1,0,1,1
U007815,40,0.371,Asir,5,3,2.1,32.2,0,1,1,0
U007816,37,0.728,Makkah,1,1,1.6,15.7,1,1,2,0
U007817,42,0.47,Eastern,4,0,2.8,9.6,1,0,0,1
U007818,69,0.576,Jazan,9,3,0.6,11.3,1,1,0,0
U007819,53,0.052,Qassim,3,2,0.4,8.2,0,0,2,0
U007820,65,0.855,Riyadh,0,7,0.5,43.8,1,1,0,1
U007821,33,0.274,Makkah,1,0,3.5,22.0,1,1,1,1
U007822,59,0.617,Makkah,1,2,0.3,12.6,1,0,1,0
U007823,46,0.459,Madinah,2,3,3.3,57.5,1,0,0,1
U007824,47,0.112,Eastern,4,2,3.9,34.2,1,0,0,0
U007825,37,0.443,Najran,10,4,1.1,11.4,0,0,3,1
U007826,59,0.752,Riyadh,0,7,2.8,21.6,1,0,0,1
U007827,68,0.345,Asir,5,2,1.7,44.0,1,0,0,1
U007828,50,0.843,Madinah,2,1,1.4,12.4,1,1,0,0
U007829,20,0.292,Jazan,9,4,0.8,20.8,1,1,1,1
U007830,59,0.012,Asir,5,1,3.2,5.0,0,0,0,1
U007831,35,0.135,Al Bahah,11,2,3.1,13.3,1,1,1,1
U007832,18,0.675,Makkah,1,3,0.3,7.9,1,1,0,1
U007833,19,0.695,Makkah,1,3,3.1,76.4,1,1,0,1
U007834,38,0.207,Riyadh,0,2,1.2,20.2,1,0,0,0
U007835,59,0.57,Riyadh,0,3,2.4,6.2,0,0,2,0
U007836,42,0.863,Asir,5,4,1.8,38.4,1,0,0,0
U007837,21,0.281,Northern Borders,8,3,2.9,26.0,1,0,0,0
U007838,22,0.219,Jazan,9,1,1.8,16.8,1,1,0,1
U007839,68,0.495,Makkah,1,1,2.4,17.4,1,0,1,1
U007840,28,0.463,Northern Borders,8,2,2.5,24.4,1,1,0,1
U007841,33,0.361,Al Bahah,11,8,4.0,20.5,1,0,0,1
U007842,40,0.769,Riyadh,0,1,0.0,26.3,0,0,2,0
U007843,59,0.518,Hail,7,3,2.1,37.0,1,0,0,1
U007844,37,0.836,Madinah,2,5,0.8,22.6,1,0,0,1
U007845,62,0.84,Najran,10,4,2.5,1.0,1,1,0,1
U007846,46,0.253,Makkah,1,3,2.3,34.9,1,0,1,0
U007847,69,0.821,Madinah,2,5,2.1,20.6,1,1,1,1
U007848,66,0.491,Riyadh,0,5,2.1,53.7,1,1,2,1
U007849,36,0.687,Al Bahah,11,6,0.6,2.6,1,1,1,1
U007850,34,0.295,Makkah,1,5,2.0,2.0,1,0,1,1
U007851,31,0.456,Eastern,4,3,1.2,7.2,0,0,1,1
U007852,34,0.618,Riyadh,0,2,0.8,29.3,1,0,0,1
U007853,23,0.422,Madinah,2,1,0.7,21.1,1,0,0,1
U007854,42,0.393,Jazan,9,1,2.5,23.0,1,0,0,1
U007855,28,0.945,Riyadh,0,3,0.5,13.9,1,1,3,1
U007856,67,0.395,Asir,5,4,2.5,16.8,1,0,1,1
U007857,21,0.113,Riyadh,0,3,2.3,18.0,1,0,0,0
U007858,59,0.641,Madinah,2,2,3.4,7.2,1,0,1,1
U007859,19,0.404,Eastern,4,2,1.7,31.1,0,1,1,1
U007860,64,0.636,Makkah,1,4,3.8,30.2,1,1,0,1
U007861,55,0.241,Makkah,1,1,1.7,3.6,1,0,0,0
U007862,67,0.548,Eastern,4,4,3.0,45.7,1,1,0,0
U007863,30,0.319,Makkah,1,4,0.5,11.5,1,0,1,1
U007864,24,0.306,Riyadh,0,3,2.7,44.1,1,1,0,1
U007865,49,0.447,Makkah,1,2,2.6,31.1,0,0,1,1
U007866,68,0.587,Makkah,1,1,3.0,48.9,1,0,1,1
U007867,27,0.631,Makkah,1,4,0.0,13.9,1,1,0,1
U007868,46,0.572,Asir,5,2,3.2,14.9,1,1,2,0
U007869,63,0.652,Tabuk,6,7,1.7,17.6,1,1,3,1
U007870,49,0.06,Makkah,1,0,4.4,15.4,0,0,2,0
U007871,50,0.637,Eastern,4,4,0.0,21.3,0,1,1,1
U007872,38,0.383,Riyadh,0,1,2.9,10.9,0,1,0,1
U007873,67,0.236,Riyadh,0,0,2.1,49.6,1,0,2,0
U007874,49,0.693,Riyadh,0,5,0.8,13.7,1,1,1,1
U007875,60,0.391,Makkah,1,4,2.1,75.8,1,1,2,1
U007876,40,0.772,Jazan,9,2,0.0,16.2,1,1,1,1
U007877,32,0.733,Makkah,1,2,0.9,26.8,1,1,1,0
U007878,54,0.852,Eastern,4,7,1.9,43.8,0,1,1,1
U007879,31,0.353,Madinah,2,1,2.7,26.5,1,0,1,0
U007880,69,0.453,Makkah,1,4,3.7,60.4,1,1,2,1
U007881,41,0.824,Eastern,4,2,2.0,7.7,1,0,0,1
U007882,57,0.483,Madinah,2,3,2.2,15.3,1,1,2,1
U007883,48,0.533,Najran,10,2,0.0,41.8,0,1,0,1
U007884,42,0.501,Madinah,2,6,1.8,35.8,1,1,0,0
U007885,40,0.877,Qassim,3,2,0.7,4.2,0,1,2,1
U007886,26,0.693,Riyadh,0,4,1.6,21.3,1,1,0,1
U007887,20,0.789,Jazan,9,5,0.6,42.9,1,1,0,1
U007888,23,0.838,Al Jawf,12,6,0.7,16.3,1,1,0,1
U007889,58,0.272,Riyadh,0,2,0.8,23.0,1,0,2,0
U007890,36,0.796,Qassim,3,2,3.3,10.2,1,1,2,0
U007891,66,0.79,Makkah,1,5,3.3,11.7,1,1,2,1
U007892,61,0.192,Makkah,1,0,1.4,8.4,1,0,1,1
U007893,68,0.703,Al Jawf,12,4,0.1,20.3,0,0,0,1
U007894,22,0.454,Eastern,4,2,2.2,26.5,1,1,3,1
U007895,60,0.679,Riyadh,0,2,2.1,26.8,0,1,0,1
U007896,32,0.371,Riyadh,0,4,2.6,17.7,0,0,3,1
U007897,25,0.126,Riyadh,0,2,3.7,23.3,1,0,1,1
U007898,68,0.32,Eastern,4,0,2.9,30.5,0,1,2,0
U007899,68,0.604,Hail,7,3,1.7,17.1,1,1,1,1
U007900,42,0.407,Eastern,4,2,3.3,10.3,1,0,1,1
U007901,51,0.352,Madinah,2,4,4.1,17.1,0,0,0,1
U007902,67,0.666,Qassim,3,6,3.3,3.7,1,0,1,1
U007903,39,0.4,Hail,7,3,0.8,37.9,1,0,0,0
U007904,37,0.805,Riyadh,0,4,0.0,23.4,1,0,0,0
U007905,61,0.491,Tabuk,6,1,1.9,34.4,1,1,0,0
U007906,33,0.018,Eastern,4,1,3.4,4.5,0,0,1,1
U007907,22,0.2,Riyadh,0,1,2.3,18.5,1,0,0,0
U007908,33,0.608,Al Jawf,12,1,0.6,8.3,1,0,1,0
U007909,21,0.855,Riyadh,0,0,0.8,68.9,1,0,0,1
U007910,28,0.232,Riyadh,0,2,3.8,23.9,0,1,2,1
U007911,54,0.088,Riyadh,0,1,3.7,10.6,0,0,1,0
U007912,20,0.68,Qassim,3,4,1.6,46.0,1,0,0,0
U007913,51,0.558,Riyadh,0,2,2.3,4.1,0,1,1,1
U007914,64,0.407,Riyadh,0,2,1.4,26.0,1,1,1,1
U007915,28,0.138,Jazan,9,1,1.8,9.0,1,0,0,0
U007916,56,0.837,Eastern,4,5,1.7,30.0,1,1,1,1
U007917,50,0.826,Hail,7,6,2.3,11.2,1,1,0,1
U007918,48,0.169,Jazan,9,2,3.5,5.9,0,0,1,0
U007919,51,0.093,Eastern,4,2,1.5,4.3,1,0,2,0
U007920,26,0.582,Makkah,1,6,2.4,13.0,1,1,0,1
U007921,53,0.23,Northern Borders,8,2,3.8,45.1,1,0,0,0
U007922,64,0.45,Makkah,1,2,2.8,45.5,1,1,1,1
U007923,40,0.417,Eastern,4,0,2.5,11.1,1,1,1,1
U007924,68,0.301,Makkah,1,2,0.0,60.6,1,0,1,1
U007925,40,0.361,Makkah,1,0,2.2,21.6,1,0,0,0
U007926,22,0.611,Eastern,4,3,0.0,4.7,0,1,1,0
U007927,36,0.591,Northern Borders,8,1,3.9,20.0,1,1,0,1
U007928,45,0.145,Makkah,1,1,2.6,7.4,1,0,0,1
U007929,61,0.882,Qassim,3,8,0.0,16.0,1,1,1,0
U007930,43,0.129,Jazan,9,0,4.1,36.9,1,1,2,0
U007931,18,0.165,Eastern,4,3,2.3,15.9,0,0,2,0
U007932,21,0.306,Riyadh,0,1,5.3,22.5,1,1,2,0
U007933,26,0.487,Najran,10,4,1.6,14.0,0,1,1,1
U007934,44,0.397,Jazan,9,2,0.9,5.4,0,0,0,1
U007935,44,0.565,Makkah,1,5,3.4,44.4,1,1,1,1
U007936,48,0.786,Makkah,1,5,2.1,10.7,0,1,1,1
U007937,38,0.431,Riyadh,0,3,3.4,51.3,1,1,1,0
U007938,59,0.284,Makkah,1,2,2.0,16.6,1,0,1,0
U007939,67,0.139,Al Jawf,12,3,2.4,17.6,0,0,0,1
U007940,48,0.36,Riyadh,0,2,2.6,50.4,1,0,0,0
U007941,65,0.595,Asir,5,2,2.3,40.4,1,1,0,0
U007942,69,0.527,Asir,5,1,3.0,20.7,1,1,2,1
U007943,36,0.356,Eastern,4,1,2.3,9.6,1,0,0,0
U007944,47,0.658,Madinah,2,1,2.8,17.1,1,0,0,1
U007945,36,0.517,Al Jawf,12,2,2.4,5.6,0,0,1,1
U007946,49,0.164,Northern Borders,8,2,2.1,5.6,1,0,1,0
U007947,37,0.301,Makkah,1,0,0.9,4.0,1,1,0,0
U007948,36,0.824,Riyadh,0,0,1.0,22.2,0,0,1,0
U007949,38,0.324,Riyadh,0,0,2.9,3.0,0,0,0,0
U007950,45,0.479,Eastern,4,0,1.9,85.5,1,0,0,1
U007951,36,0.623,Madinah,2,2,2.3,16.3,1,1,3,1
U007952,55,0.596,Makkah,1,7,1.5,16.3,1,1,1,1
U007953,52,0.693,Qassim,3,3,3.0,8.4,1,0,0,0
U007954,29,0.476,Qassim,3,3,4.2,17.5,1,0,0,0
U007955,45,0.721,Madinah,2,3,1.5,6.7,1,1,0,1
U007956,35,0.744,Riyadh,0,4,0.0,13.7,1,1,0,0
U007957,32,0.963,Hail,7,3,0.0,19.6,1,1,2,1
U007958,65,0.359,Riyadh,0,3,3.2,28.4,0,0,2,1
U007959,63,0.451,Riyadh,0,3,3.8,16.6,1,1,0,0
U007960,21,0.707,Makkah,1,3,1.6,6.9,1,1,1,0
U007961,36,0.616,Makkah,1,6,2.3,9.7,1,1,1,1
U007962,31,0.86,Riyadh,0,4,0.1,9.9,1,0,0,1
U007963,43,0.586,Riyadh,0,3,4.4,27.2,1,1,2,0
U007964,51,0.176,Makkah,1,4,0.0,6.7,0,0,0,0
U007965,31,0.906,Eastern,4,3,0.0,16.8,1,1,0,0
U007966,40,0.625,Riyadh,0,6,0.0,10.9,1,1,3,1
U007967,57,0.371,Makkah,1,3,0.4,11.4,1,0,0,1
U007968,25,0.771,Riyadh,0,4,1.1,14.8,1,1,0,0
U007969,46,0.809,Qassim,3,1,1.6,51.4,1,0,0,1
U007970,68,0.215,Al Bahah,11,3,2.6,15.5,1,0,1,0
U007971,44,0.348,Jazan,9,4,1.9,15.5,1,0,0,0
U007972,51,0.651,Riyadh,0,5,4.8,14.5,1,1,1,1
U007973,53,0.408,Riyadh,0,2,2.7,19.6,1,1,0,1
U007974,64,0.199,Eastern,4,2,2.3,12.2,0,0,0,0
U007975,64,0.745,Riyadh,0,6,0.0,9.7,1,0,0,1
U007976,30,0.413,Makkah,1,2,2.1,15.5,0,0,0,1
U007977,61,0.313,Eastern,4,1,1.7,23.6,1,0,1,1
U007978,53,0.706,Riyadh,0,1,2.6,9.5,1,0,3,1
U007979,50,0.292,Tabuk,6,1,1.9,38.7,1,1,0,1
U007980,54,0.34,Northern Borders,8,1,1.9,63.7,1,0,0,0
U007981,42,0.543,Riyadh,0,1,1.5,18.3,1,1,1,1
U007982,32,0.456,Tabuk,6,3,2.5,17.5,1,0,0,1
U007983,64,0.463,Makkah,1,7,2.0,10.9,0,0,0,1
U007984,58,0.227,Eastern,4,3,3.1,34.6,1,0,0,0
U007985,57,0.268,Makkah,1,0,2.2,13.3,1,0,1,1
U007986,43,0.654,Riyadh,0,2,2.3,14.3,1,1,1,1
U007987,64,0.834,Makkah,1,3,0.0,47.4,1,1,3,1
U007988,36,0.447,Riyadh,0,3,2.2,37.9,1,1,1,0
U007989,27,0.606,Asir,5,4,1.4,44.5,1,0,0,0
U007990,31,0.218,Northern Borders,8,2,2.6,18.5,1,0,0,1
U007991,53,0.177,Madinah,2,5,0.0,14.5,1,1,0,1
U007992,53,0.646,Makkah,1,0,3.2,36.4,1,1,0,0
U007993,19,0.3,Asir,5,2,2.9,12.3,1,0,1,0
U007994,22,0.946,Najran,10,5,2.8,7.4,1,1,4,1
U007995,42,0.862,Riyadh,0,4,2.0,31.4,1,1,2,1
U007996,65,0.6,Jazan,9,1,3.0,37.3,1,0,0,0
U007997,40,0.569,Riyadh,0,4,2.0,12.3,1,1,3,1
U007998,21,0.243,Riyadh,0,0,2.7,18.5,1,0,0,0
U007999,58,0.14,Makkah,1,0,2.1,32.3,1,1,3,0
U008000,37,0.47,Asir,5,4,4.3,22.4,1,0,0,1
U008001,69,0.323,Riyadh,0,4,3.3,4.1,1,1,0,1
U008002,68,0.471,Makkah,1,4,0.4,19.2,1,1,2,1
U008003,22,0.109,Riyadh,0,2,2.1,25.0,1,0,0,1
U008004,44,0.82,Makkah,1,3,2.7,26.8,1,1,0,0
U008005,65,0.413,Riyadh,0,2,2.1,23.2,1,0,0,1
U008006,52,0.624,Qassim,3,6,2.5,31.0,1,1,4,0
U008007,44,0.247,Hail,7,3,2.6,16.4,1,0,0,0
U008008,47,0.235,Riyadh,0,1,2.6,37.7,1,0,1,1
U008009,40,0.638,Makkah,1,4,1.5,13.8,0,0,0,0
U008010,27,0.858,Asir,5,3,0.1,40.8,1,1,0,1
U008011,42,0.665,Eastern,4,3,1.4,41.3,1,1,0,0
U008012,55,0.894,Riyadh,0,4,0.0,9.0,1,1,1,0
U008013,57,0.733,Riyadh,0,2,0.5,38.0,1,0,0,0
U008014,26,0.374,Northern Borders,8,2,2.2,5.3,1,0,0,0
U008015,28,0.482,Qassim,3,5,1.4,9.1,1,1,2,1
U008016,18,0.481,Eastern,4,3,0.8,12.9,1,1,2,0
U008017,19,0.461,Riyadh,0,1,3.5,28.8,0,0,0,1
U008018,41,0.521,Jazan,9,2,1.8,33.8,1,1,0,1
U008019,64,0.707,Riyadh,0,4,0.7,8.9,0,1,1,1
U008020,30,0.521,Qassim,3,2,1.9,63.3,1,1,1,0
U008021,53,0.598,Riyadh,0,3,2.8,22.8,0,1,0,0
U008022,63,0.47,Qassim,3,2,3.1,6.3,0,1,1,1
U008023,66,0.426,Riyadh,0,2,2.3,8.1,0,1,1,1
U008024,29,0.38,Makkah,1,4,2.1,14.8,1,0,0,1
U008025,61,0.366,Riyadh,0,2,2.1,15.3,1,1,0,0
U008026,23,0.753,Jazan,9,1,0.0,25.1,0,0,2,1
U008027,41,0.391,Riyadh,0,2,4.2,13.5,0,0,0,0
U008028,51,0.408,Asir,5,2,1.8,8.7,1,0,1,1
U008029,47,0.58,Riyadh,0,5,3.6,8.5,1,0,0,0
U008030,25,0.791,Asir,5,1,0.9,33.8,1,1,0,1
U008031,30,0.594,Makkah,1,4,1.0,18.4,1,0,0,1
U008032,19,0.473,Madinah,2,2,2.6,40.8,1,1,0,0
U008033,34,0.943,Makkah,1,6,1.4,66.9,1,1,0,1
U008034,66,0.364,Makkah,1,2,4.4,3.4,1,0,0,1
U008035,23,0.333,Riyadh,0,3,2.8,7.7,1,0,1,0
U008036,55,0.296,Riyadh,0,1,2.0,14.0,0,0,0,0
U008037,39,0.877,Makkah,1,4,1.7,56.3,1,1,0,1
U008038,28,0.466,Makkah,1,2,1.3,1.7,1,0,1,0
U008039,68,0.629,Al Bahah,11,3,1.8,20.2,0,1,2,0
U008040,26,0.662,Jazan,9,5,2.4,22.5,1,1,1,0
U008041,18,0.767,Jazan,9,5,4.6,25.7,1,1,3,1
U008042,56,0.737,Najran,10,6,1.4,68.6,1,1,1,0
U008043,24,0.356,Riyadh,0,6,1.5,30.1,1,0,0,1
U008044,58,0.916,Najran,10,4,0.3,16.2,1,0,1,1
U008045,65,0.815,Madinah,2,2,1.7,19.7,1,1,0,1
U008046,58,0.58,Riyadh,0,3,1.4,34.2,1,0,0,0
U008047,51,0.407,Madinah,2,2,1.2,23.2,0,0,1,1
U008048,28,0.502,Riyadh,0,3,3.9,58.0,1,1,5,1
U008049,39,0.642,Eastern,4,3,4.4,13.2,1,0,0,1
U008050,26,0.665,Al Jawf,12,4,1.9,24.0,1,1,0,1
U008051,33,0.267,Eastern,4,1,3.1,24.6,1,1,1,1
U008052,37,0.115,Najran,10,2,1.1,48.5,1,0,2,0
U008053,58,0.389,Makkah,1,2,3.2,27.8,1,0,0,1
U008054,64,0.331,Hail,7,1,0.0,4.2,0,0,1,1
U008055,65,0.202,Najran,10,2,2.9,3.6,1,0,0,0
U008056,55,0.274,Madinah,2,2,1.5,44.5,1,0,0,0
U008057,28,0.185,Najran,10,4,3.5,7.3,1,0,0,1
U008058,21,0.577,Makkah,1,5,1.8,56.7,1,0,0,1
U008059,59,0.394,Eastern,4,2,1.9,20.1,1,1,2,1
